judul,review,rating
Taman Nasional Gunung Merapi,"Kalau berkunjung ke Kaliurang terdapat tempat wisata alam Taman Nasional Gunung Merapi. Di dalamnya terdapat beberapa spot objek, seperti air terjun muncar, tlogo putri dan puncak. Harga tiket masuk dewasa 8500 sudah termasuk asuransi. Air terjun muncar enak dikunjungi saat musim penghujan.",3
Sensasi tour offroad,Saya mengambil paket mini tour untuk menikmati wisata merapi. Mulai dari mini museum dimana terdapat rumah beķas korban merapi yang berisikan perabotan dan benda benda korban merapi. Lanjut ke batu alien dimana terdapat batu besar eks gunung merapi yg katanya menyerupai wajah alien. Sayangnya saat itu cuaca mendung sehingga gunung merapi tidak terlihat jelas. Terakhir adalah menikmati offroad disungai dengan basah basahan. Keseluruhan memakan waktu hampir 1 jam diluar perjalanan menuju ke sana. Perjalanan menggunakan mobil jeep off road. Drivernya cukup ramah dan mau menjelaskan berbagai event seputar merapi. wisata ini lumayan menarik buat saya yang tidak melihat langsung erupsi merapi.,3
Nyambi dolanan,Ga akan pernah bosen jaln2 di malioboro..Ada pengamen jalanan yg seru...Tempt makan juga banyak.Enak deh...,5
Pendakian Gunung Merapi,"Kebetulan saya sering mendaki gunung merapi Gunung Merpai adalah salah satu dari 10 gunung teraktif di duniajika ingin melakukan pendakian , anda terlebih dahulu harus mengunjungi  New Selo - Boyolali untuk melakukan registrasi",5
Salah satu wisata berkelas...,"Tidak banyak wisata pegunungan di Indonesia hanya beberapa,  mungkin yg bisa dijadikan tujuan wisata hanya Gunung Bromo Probolinggo, Gunung Merapi Yogya, Gunung Batur Bali, Gunung Ijen Banyuwangi, Gunung Merbabu Ambarawa, Gunung Kelud Kediri.Melihat Gunung Merapi dari sisi Kaliurang sungguh mengasyikan masuk melalui Taman Nasional Gunung Merapi berjalan mendagi berkelak kelok, meski dengan anak kecil sungguh asyik dan luar biasa untuk penikmat wisata pegunungan. Hawa yang dingin dan kabut menjadi sedikit penghalang keindahan pemandangan Gunung Merapi. Mestinya memang datang harus dibawah jam 08.00 pagi, kali saya dan rombongan keluarga datang pada jam 3 sore jadi kabut sudah menutupi Gunung Merapi.",5
Wisata Larva Panas,"Bencana Gunung Merapi telah memakan banyak korban, salah satunya adalah Kuncen Gunung Merapi Mbah Marijan. Sepeninggalan dari letusan tersebut masih meninggalkan tempat yang indah untuk dikunjungi. antara lain Batu Alien (Batu Besar yang mirip wajah manusia), museum merapi dan wisata jeep",3
Wisata jeep Merapi,"Tak lengkap rasanya jalan2 kejogja belum menikmati suasana alam dan menyaksikan  rumah reruntuhan,museum dan kampung bekas erupsi tahun 2010..lebih asik lagi menikmati sensasi berpetualang dengan Jeep wisata dg driver yang berpengalaman...datanglah pagi2 karna kesegaran udara yg fresh dan kemungkinan hujan dan kabut biasanya disore hari..",5
very good,"kmrn saat kesana , semuanya bisa terlihat. waktu kmrn datang saat subuh untuk liat sunrise, sblmnya naik jeep dl untuk ke bagian atasnya. sekitar jam 5an, sudah mulai terang, agag sayaang karna ketutupan awan mataharinya, tapi untuk merapinya, bener bener perfect! semuanya terlihat jelas dan apapun yg difoto disitu, semuanya bagus banget. ",5
Seru,"Seru, keliling keliling pakai jeep, tempat yg dikunjungi tergantung dari paket jeep yg disewa, waktu itu kami ke museum sisa hartaku, batu yg mirip muka orang, bunker dan main air pake jeep disungai, biasanya sama supirnya suka dikebut2in jeepnya dan ambil jalur yg banyak gundukan tanahnya biar tambah seru",4
Mengunjungi bekas erupsi gunung merapi,"Menyenangkan sekaligus sedikit mistis ketika berkunjung kesini menjelang sore hari. Sebaiknya pagi ke siang jika kamu akan datang ke tempat ini.Kamu bisa melihat bekas rumah milik mbah Maridjan yang tertimbun abu dan berbagai macam hal yang rusak karenanya.Dari lokasi parkir, jika kamu ingin berhemat nggak usah naik ojek. Hitung2 jogging dan olahraga pagi.",4
Pengalaman baru...,"Mencoba sesuatu yg baru dengan ikut touring Lava Tour di Merapi sangatlah menyenangkan... Lava tour kami dr Kaliurang, dgn sewa jeep seharga rp 350-400k untuk max 4 org semobil... dr situ kami dibawa keliling gunung merapi, melihat sisa2 saat erupsi gunung merapi yg sangat terknal sambil mengisahkan ttg mbah Marijan, sang juru kunci G.Merapi... spjg perjalanan kami dibuat menikmati guncangan ala offroad dg kec tinggi, jika takut bisa blg ke tour guidenya utk lebih pelan, tapi kami sangat menikmati & excited bgt... ada 4 spot perhentian yg dibawa oleh tour guide kami... museum sisa hartaku, ke bukit batu alien, bungker terus ditutup ke kali kuning dimana kami dibuat basah dg main air ala off road, sangat berkesan...",4
Beautiful,Sunset nya indaaaaahhh banget. Biaya perjalanan pun murah. Banyak pemandu wisata disana yang bisa jadi rujukan. Sehingga bisa memilih mana yang paling murah.,5
"Memandang ke Utara, dan tampaklah Merapi","Puncak Gunung Merapi hampir setiap pagi bisa aku pandangi. Maklum aku tinggal di Yogyakarta tepatnya Sleman yang hanya berjarak 2 jam memakai mobil. Berkabut saat subuh atau bergelung awan saat terik. 2006 Gunung Merapi memberikan berkah hujan abu pada masyarakat Yogya dan selama tiga hari kami bergelung di rumah masing-masing. After all, I love Merapi.",4
Pengalaman tak terlupakan,"Asyik menyusuri sisa letusan merapi menggunakan mobil jeep. Kami menemukan jeep di daerah kaliurang. Supir jeep disana sekaligus tour guide. Mereka akan mengajak anda napak tilas dan ke museum peninggalan letusan merapi. Jalannya benar-benar off road. Tour guide juga mengarahkan kami untuk foto dengan jeepnya,bagus sekali. Siapkan topi dan masker. Karena sangat berdebu. Oh ya,siapkan obat mual dan pusing jika anda tak terbiasa di jln terjal Jeep dapat ditemukan di sepanjang jln kaliurang. Jauhnya destinasi dan banyaknya tempat yg dikunjungi mempengaruhi harga sewa jeep. ",5
Gunung Merapi penuh pesona,"Gunung Merapi ,terlihat indah dan menakjubkan ,jalan yang sudah halus dan baik ,perlu di beri peta detail di loket masuk atau rest area tempat tempat spesifik di Merapi yg perlu di kunjungi termasuk desa desa wisata di sekitar gunung Merapi berikut potensi nya ,serta agenda kegiatan tradisional dan budaya nya ,maju terus ",4
Karunia di Balik Musibah,"Gunung Merapi yang sekarang sangatlah berbeda tampilannya dengan bebrapa tahun yang lalu sebelum adanya letusan. pemandangan gunung aktif tersebut saat ini bisa dilihat seperti gunung yang berada di padang pasir. Karena wilayah yang dulunya hutan kini berubah menjadi lautan pasir. Tapi justru dengan adanya musibah meletusnya gunung merapi menjadi wisata baru bagi masyarakat lokal dan merubah citra gunung merapi menjadi lebih hidup, dan menjadi berkah tersendiri bagi masyarakat lereng Merapi.",5
Wisata Jeep Merapi,"Salah satu pilihan menikmati wisata alam merapi adalah dengan menaiki jeep merapi. Sensasi berbeda anda akan rasakan dengan melintasi berbagai macam track yang ada di merapi. Silahkan dipilih jenis perjalanan yang akan anda inginkan, pendek atau panjang dengan harga sewa jeep yang menyesuaikan.",5
Pemandangan yg luar biasa,"Pemandangan yg luar biasa dg perjalanan jeep yg seru.Sebaiknya dicoba dg paket sunrise.Saat weekend, bisa terjadi antrian jeep yg cukup panjang menuju bunker.",4
Wisata Sejarah,"Unutk naik ke area Merapi, kita harus menggunakan mobil Jeep yang sudah disediakan pengelola, sekali trip kurang lebih 300rb/mobil (2016) disana kita bisa melihat reruntuhan rumah akibat letusan gunung merapi dan melihat merapi dr dekat.",4
Ikon utara Yogyakarta,"Merupakan ikon yang tak terpisahkan dari yogyakarta, udara yang bersih serta pemandangan yang bagus merupakan nilai plus dari gunung merapi, tersedia banyak hotel di sepanjang perjalanan menuju gunung merapi, tersedia juga tour lava yang bisa jadi pilihan untuk menapak tilas dahsyatnya wedus gembel letusan gunung merapi",4
Jelajah gunung merapi,"Sebuah pengalaman yang sangat indah, pada mulanya memang tak semangat nak pergi ke Gunung Merapi, rasa tak menarik minat, tapi bila dah sampai, kami naik Jeep, pastunaik atas ada kedai kopi, tiba-tiba hujan, dan kami duduk di dalam awan.",5
Wisata keluarga yg menarik,"Naek jeep di merapi dengan tarif rata2 antara idr. 350 -500. Anak-anak sangat menikmati karna seru, dan ada rute naik jeep di sungai yang seru.Yang berkesan untuk saya justru musium peninggalan merapi, yang ternyata ada banyak, karena merupakan bekas rumah-rumah penduduk, sangat menyentuh melihat bekas bencana alam tersebut.",5
Merapi Vulcano Tour,"Tour petualangan dengan Jeep Amerika,anda bisa menikmati kawasan gunung Merapi yang pernah erupsi Merapi September 2010,,perjalanan ini memakan waktu sekitar 1 jam,anda akan diajak menyaksikan sisa sisa erupsi merapi dengan Jeep Amerika,satu Jeep bisa diisi 4 orang ,anda akan membayar paket perjalanan ,bisa juga termasuk makan siang.",4
Lava Tour Merapi,"Wisata Lava Tour merapi, mengejar sunrise dari kaki gunung merapi.. MaashaAllah indah sekali.. berangkat jam 5 pagi dengan menyewa jeep (harga 400rb) untuk 4 orang.. perjalanan dari kaliurang kurleb 15 menit,",5
Gunung yang banyak cerita,Gunung Merapi sudah tak asing bagi saya karena dulu sering ke Kaliurang dan memandang gunung ini. Kemarin ke sini lagi mengingatkan banyak cerita....apalagi setelah gunung Merapi meletus dan memakan banyak jiwa dan sangat menyedihkan saat melihat bekas rumah penduduk korban letusan Merapi.  Tapi secara keseluruhan gunung Merapi masih terlihat sebagai gunung yang cantik....,5
Gunung yg Melatar belakangi Yogya,"Dibeberapa sudut kota Yogya, Gunung Merapi tampak gagah sebagai latar belakang. Beberapa kali meletus namun banyak memberikan arti bagi kehidupan sekitar Yogyakarta. Alamnya masih indah dan menantang. Ada juga wisata gunung berapi dengan jeep2 khusus untuk merasakan tanah berdebu dan berbatu dilereng gunung. Bagian atas gunung tampak botak tanpa tanaman. Kendaraan umum/pribadi  bisa mendekat menikmati alam Gunung berapi dalam jarak yang relatif tidak jauh. Rasakan alam Merapi dengan jarak dekat. Nikmati misteri dan sepinya alam sekitar . Nikmati hadirnya gunung berapi disekitar Yogya.",3
Wisata Merapi dengan Jeep,"Dari perjalanan ini kami belajar untuk menjadi lebih ramah pada lingkungan, tidak memandang sebelah mata akan tanda-tanda alam dan belajar untuk lebih mendekatkan diri pada Sang Khalik. Wisata Gunung Merapi ini benar-benar seru. arus dicoba memacu adrenalin juga menambah pengetahuan dan tingkat keimanan.",5
Extreeme,"Ke merapi menggunakan jasa tour jeep bener bener pengalaman baru yang seru , melewati jalan berbatu dan berliku untuk menuju ke sana , singgah di tempat2 sejarah terjadinya erupsi.. pokoke amazing ",5
serunya menjelajah merapi,"perjalanan yang begitu menyenangkan dengan jeep, sekaligus mempelajari gunung merapi dengan letusannya. Sekaligus juga menikmati kesejukan dan pemandangan alamnya, meski saya datang saat musim hujan. Jadi harus rela berbasah kuyup",5
Explore Merapi Pakai Jeep,"Pengalaman ber off road yang mengasikkan dengan selingan keterangan tempat tempat bersejarah  setelah meletusnya merapi yang unik beberapa membuat kita lebih mencintai dan menghargai alam. untuk paket paket explore dengan jeep ada tiga macam paket ada yang 1,5 jam 2,5 jam atau yang 3,5 jam. untuk pengalaman yang lebih mengasiikan disarankan untuk datang lebih pagi.",5
Liburan,"Naik gunung Merapi pake mobil Jeep yang seru. Guide yang ramah. Pengalaman ke kediaman Mbah Maridjan , rame rame lebih seru. Pemandangan yg menakjubkan",4
"Merapi, Riwayatmu kini","Setelah meletus, kharisma mu semakin mengagumkan, Maha Kaya Negeri ku.Terdapat wisata baru di merapi yaitu : ""Jejak2 meletusnya Merapi"" di mana kita dapat menginap di sekitar area tersebut dengan harga penginapan yang lumayan murah sekitar Rp.200.000,- s/d Rp.350.000,- per malam juga di sediakan jeep2 yang akan membawa kita menikmati keindahan Merapi pasca meletus di tahun 2006.",5
pengalaman berbeda,kali pertama saya ke gunung merapi. bagus sekali pengalaman menaiki 4wd untuk ke atas sehingga ke bunker. pemandu 4wdnya juga tidak lokek berkongsi kisah saat gunung meletus,5
Pemilik Jogja,Inilah sang pemilik Jogjakarta. Gagah dan Bijaksana ketika melihat Sang Merapi ini. tidak pernah bosan untuk mengunjungi salah satu ciptaan Tuhan yang Maha hebat.,5
Mengejar Sunrise,agar dapat menikmati Merapi saat sunrise baiknya menginap di daerah Merapi. pukul 4.00 kita akan berangkat naik jeep menuju merapi. setelah sampai di kaki merapi dan mengunjungi bunker kita akan diajak berkeliling situs di daerah merapi. cara menikmati pagi hari di jogja yang patut dicoba!,4
Wisata gunung merapi,"Saat tamasya ke kaliurang saya ditawari untuk wisata gunung merapi, mengunjungi tempat-tempat bekas lahar gunung merapi, dan jejak dari awan panas ""wedus gombel"". Kita jug bisa melihat rumah mbah Marijan yang terkenal dengan mengendarai jeep hardtop, walaupun kuno tapi nyaman. Pokoknya asyik dehhh",5
Wisata bekas letusan Gunung Merapi,Wisata ke bekas letusan gunung merapi dengan mengendarai Jeep jadul. sangat menyenangkan di sepanjang jalan melihat alam yang masih alami. sampai di museum gunung merapi disana melihat bekas letusan gunung merapi yang meluluh lantahkan desa. banyak puing2 bekas terkena lahar dingin. ada beberapa foto2 waktu terjadinya gunung meletus.,5
Wisata Alam yang menantang,"Sudah lebih dari 5 kali saya berkunjung ke merapi. Bisa sebagai wisatawan umum, tour guide atau pendaki gunung. Yang paling seru adalah Lava Tour Kalisuci, dan trekking di beberapa tempat menantang lainnya. Yang paling menegangkan adalah mendaki ke puncak garuda, karena memang saya baru sekali itu mendaki gunung. Banyak tersedia warung - warung sebagai pelepas lapar & dahaga.",4
Pemandangannya Amazing,"Ga pernah tau kalo Merapi sebagus itu. Kemarin naik jeep (Lavatour), sempat mampir ke museum, batu alien, dan bunker. Makin ke atas makin indah dgn jalan berbatu dan cuaca yg sejuk.",5
Cerita Dibalik Letusannya,"Sejak meletusnya gunung yang menjadi ikon Jogja ini, banyak tempat yang dulu menjadi saksi bisu meletusnya Gunung Merapi kini menjadi tempat wisata yang populer seperti Lava Tour, tempat petilasan Mbah Maridjan, atau hanya sekedar ingin menikmati sejuknya udara pegunungan",4
Wisata Kaki Gunung Merapi,Gunung Merapi kini memiliki pemandangan unik setelah letusan dahsyat pada tahun 2011. Pastikan untuk menggunakan sewa Jeep (Lava Tour) untuk melihat lihat bekas erupsi Gunung Merapi,4
Gunung yang luar biasa,"Kami mendaki gunung merapi melalui basecamp New Selo, Boyolali. Gunung Merapi dapat di tempuh pulang pergi. Berangkat dari basecamp sekitar jam 1:00 pagi, untuk mengejar sunrise di Pos 2 atau Pasar Bubrah. Perjalanan dari Basecamp sampai Pasar Bubrah sekitar 4jam dan semua jalan nya terus mendaki. Jika masih punya nyali dan tenaga dapat naik ke Puncak Merapi yang lumayan sukar karena pasir dan berbatu. Puncak nya sangat sempit karena sekitar 2/3 dari gunung tersebut sudah hilang akibat dari erupsi. Di sarankan hati-hati dan memakai sun block karena tidak ada vegetasi sama sekali sejak di Pos 2 sampai Puncak.",5
Lava tour,Wisata di merapi ini salah satu yang juga wajib di lakukan jika berada di jogja.  Dampak dari letusan gunung merapi beberapa tahun silam dpt kita lihat ketika kita melakukan lava tour ini. Selain itu juga kita bisa berziarah ke makam mbah marijan.,5
wisata jeep jadul,"merasakan sensasi di rute lelehan lahar dan pasir hasil dari erupsi gunung merapi sungguh luar biasa. ini jenis wisata yang harus anda coba, karena sangat unik dan terkesan eksklusif. jangan lupa rasakan juga sensasinya menjelajah medan di sekitar menggunakan motor trail. dijamin memorable...;)",4
Lumayan seru,Seru.. dan masyarakat yg kratif.. mantapAnak kecil juga bisa.. tetap amanWalaupun tempat yg dikunjungi merupakan kreatifitas masyarakat.. tapi view nya keren,4
Gunung merapi tour dan mbah marijan,"Gunung merapi tour merupakan objek wisata yang juga harus dikunjungi atau to do list. Anda bisa mencapai dekat gunung merapi ini dengan menyewa jeep yang sudah disediakan, dengan kapasitas 4 dewasa atau dengan kasus saya 3dewasa dan 3 anak kecil dalam satu jeep, biaya jika ga salah 450k. Siap siap topi dan kacamata serta masker walau debu vulkanik sudah berkurang. Siap siap pula perut berguncang guncang karena areanya benar benar... membuat kita harus berpegang erat. Tapi luar biasa. Pengendara jeep biasanya piawai memfoto kita dan tau angle yang bagus dan juga pengendara jeep skaligus guide kita utk merapi tour ini. Juga kita bisa mengunjungi makam mbah marijan dan area terkenal yang direndam oleh lava merapi.",5
