"","judul","rating","review"
"300","Salah satu destinasti wajib",4,"merapi volcano tur wajib dikunjungi selama di jogja bisa sewa jeep dengan berbagai pilihan tur harga sewa jeep sesuai durasi tur yang kita pilih"
"301","Gunung berapi paling aktif di indonesia",4,"gunung merapi terletak di sebelah utara jogja gunung ini terkenal dengan mbah marijan sebagai juru kuncinya juru kunci ini ditetapkan oleh keraton yogyakarta"
"302","Gunung merapi",3,"jalan bersama kelurga napak tilas bekas lava gunung berapi menyewa jeep mengantar naik  rb permobil isi  orang ppdipandu liat rumah yg dijadikan museum saksi  keganasan gunung merapiselanjutnya ke atas melihat bunker yg tingga sisa setelah puas berfoto akhirnya kita balik turun dan mampir ke sebuah batu besar yg konon mirip kepala manusiasarana prasarana kurang lengkap jln masih rusak hati terutama bila membawa anak hrs dlm pengawasankrn medannya cukup tajam dan banyak batu yg menghalangi dalam perjalanan ke atas"
"303","menikamti merapi dari kejauhan di pagi hari.",4,"menggunakan taksi dari stasiun tugu jam  menuju ke kaliadem dilanjutkan dengan jeep wilys tepat menjelang matahari terbit membuat takjub indah jeep menuju ke bunker berarti disisi selatan puncak merapi merapi tampak seakan menjadi kuning keemasan tersapu mentari pagisembari menikmati kopi dan gorengan atau sekedar mie instan menjadi keasyikan tersendiri nyaman tuk dinikmati"
"304","Wisata lahar",3,"merapi sangat bagus di pagi hari dengan wisata naik jeep dan disarankan kesana pagi hari karena siang sangat panas"
"305","Museum gunung api merapi",4,"lokasi kaliurang km   km  sangat mengedukasi ttg sejarah gunung merapi dan ttg ragam gunung api yang ada di dunia ada mini teater bisa liat film ttg meletusnya gunung merapi tempatnya cozy adem"
"306","kesejukan di kaki sang lava tidur",5,"gunung merapi adalah salah satu gunung di yogyakarta yang masih aktif gunung ini terkenal sebagai salah satu ikon provinsi diy dengan sumbu merapitugu yogyapantai selatan memandang merapi adalah salah satu kenikmatan yang kita dapat nikmati saat di yogya jika anda penyuka olahraga anda dapat menvoba motor trail dan jeep untuk menyusuri aliran lava jika anda penyuka sejarah terdapat museum merapi untuk memenuhi hasrat dan jika anda penyuka kuliner temuilah jadah tempe mbak carik di pos kaliurang rasa tempe dan ketannya sungguh sulit untuk dilupakan gunung merapi merupakan salah satu pesona yogya yang paling istimewa"
"307","Gunung merapi tour",4,"kita pergi dengan menggunakan tour jeep gunung merapi lumayan bagus unik yang mengemudikan jeep merapi bener hebat karena medannya susah"
"308","Gunung paling aktif di Indonesia",5,"jika edang ke jogja jangan lupakan pengalaman ke gunung berapi gunung merapi memberikan pengalaman wisata alam yang menakjubkan dengan sejarah pasca erupsi beberapa tahun lalu untuk mencapai ke bangker dan puncaknya harus menyewa jeep"
"309","Gunung Merapi",4,"gunung api yang termasuk sangat aktif di jogja tapi di balik itu semua tempat ini tetap merupakan alternatif wisata yang indah dan mengagumkan dengan pemandangan gunung dan hawa yang sejuk tentunya sangat menenangkan hati saya berkunjung kesini saat setelah meletus dan suasana putih dan debu dimanamana tidak ada suasana hijau yang terlihat membayangkan beberapa bulan sebelumnya saya kesini saat masih begitu hijau dan banyak warung di sekitar saat ini semuanya sudah tertutup debu dan batu merapi memang mengagumkan dan mengandung sedikit aura misterius seperti wisata gunung pada umumnya"
"310","Gain our adrenaline",4,"saya ke tempat ini bersama kakak lakilaki kami mencoba hal baru dengan menyewa jeep untuk tour keliling gunung merapi  jeep bisa memuat  orang termasuk supir waktu itu harga tiap orang rp  jadi tiap jeep tarifnya sekitar rp  route untuk mencapai puncak gunung tidak mudah untuk dilalui  banyak debudebu hasil sisa letusan gunung merapi masih mengendap disepanjang jalan karena banyak orangorang yang menyewa jeep juga kami memutuskan untuk berangkat paling akhir untuk menghindari debu yang bertebangan diterpa jeepjeep didepan kami ada  pos jeep akan berhenti pertama rumah penduduk dengan segala barangbarang yang masih tertinggal meleleh akibat awan panas kemudian akan berhenti di pos bungker setelah itu menuju batu dengan bentuk wajah manusia disarankan bagi yang mau traveling ke gunung merapi untuk menyiapkan masker"
"311","Pendakian Gunung Merapi",5,"pendakian ke puncak agak susah dan sejuk ia hanya  degree semasa i menaki tetapi pemandangan sangat cantik and berbolai menaki untuk tengok ni pembimbing saya juga sangat baik kita orang pakai paket dari alaska agen dan servisnya bagus and tepat masa kita akan mengunjungi ia lagi jikalau kita pergi jogya lagi"
"312","Sang gagah Merapi",4,"salah satu cara menikmati keindahan merapi adalah dengan mendaki gunung merbabu dan melihatnya dari seberang ketinggian gunung merbabu yang melebihi merapi memungkinkan kita melihatnya dengan lebih luas ketika awanawan lenyap dari pandangan kita akan melihat merapi full body dengan lembahnya yang indah dan deretan perkampungan yang mengikuti alur sungaisungainya sungguh indah mahakarya sang pencipta"
"313","Menyenangkan",5,"kami mengunjungi bersama anak berusia  tahun kami memilih long trip tour bersama jwm dengan menggunakan jeep kami akan mengikuti tour selama kurang lebih  jam jalan setapak dengan medan yg cukup ekstrim bebatuan yg terjal tanah genangan  kali dan jalan menanjak jeep terbuka menambah keseruan disaat tour karena ketika hujan rintik dan hawa dingin terasa sangat menyejukantidak direkomendasikan untuk anak dibawah  tahun dan lansia"
"314","Menikmati keindahan alam merapi",4,"ada satu tempat dimana kita dapat melihat merapi dengan lebih jelas ketep pass dari sini kita dalam melihat pemandangan merapi dengan baik jika tidak berkabut selain itu kita dapat melihat dokumenter mengenai fase terjadinya letusan merapi di teater yg sudah disediakan"
"315","Eksotis",5,"sekali berkunjung kurang bnyk yg bs di pelajari dr gunung yg  ini alam dan suasana mistisnxma sesuai dgn namanya merapi ke jogja gk ke merapi ya gk ke jogja"
"316","Asyik, seru",4,"wisata merapi dg jeep sgt seru anakanak suka bgt kita jg bisa melihat keganasan alam lewat museum merapi"
"317","Lava Tour",3,"biaya per jeep standar  menariknya bisa lihat alam yg keren bgt yg berkesan buat saya lht bunker dan sisa sisa peninggalan barang pada waktu erupsi gunung merapi alam benar dasyat bisa melelehkanpengendara jeep udh biasa di medan merapi jadi cukup aman dan mereka dengan senang hati membantu berfoto jangan lupa memberi tips apabila puas dengan driver sekedar saran sajamakanan jadah bakartahu bacemwajik jgn lupa dicoba pagi lebih ok atau sore biar tidak terlalu panas"
"318","Seru!!",4,"off road dengan jeep ke daerah bekas erupsi gunung merapi merupakan pengalaman menarik antara haru dan takjub dengan kekuatan alam dan kekuasaan yme"
"319","pemandanga yang menakjubkan",5,"gunung yang baru saja meletus dan banyak mengeluarkan wedus gembel pertama kali pasca meletus mencoba mendekati di kaki gunung merapipemandangan sangat indah"
"320","MERAPI",4,"seru juga kemerapi tp musti nyewa jeep untuk bisa masuk kedalam driver jeepnya juga serupemandangannya bagus dan ada museum waktu merapi meletus kerenlah pokoknya recomend"
"321","Pemandangan luar biasa",5,"udara yang sangat sejuk pasti bikin ketagihan mau kesini lagi saya suda ke dua kali mampir di merapi tour guide nya ramah dan murah senyum"
"322","Gunung Fenomenal di Tengah Jawa",4,"tak ada katakata lagi yang dapat disampaikan untuk gunung ini gunung yang menjadi simbol yogyakartamagelang merupakan gunung yang sangat fenomenal terkenal dengan mbah maridjan nya sekarang di area gunung ini terdapat museum yang dapat dijadikan objek wisata"
"323","Jeep Merapi Lava Tour",4,"tidak mendaki sang merapi tapi menikmatinya dengan mengikuti jeep merapi lava tour di mana kita akan dipandu mengikuti jejak erupsi merapi dengan menggunakan jeep seperti spot batu alien bungker dan lainnya spot tersebut juga keren pemandangannya untuk diabadikan menarik dan ok juga untuk dicoba"
"324","Sensasi off Road di Jalur Lahar",4,"bagi anda yang ingin merasakan sensasi off road tapi tidak punya ketrampilan mengemudi di medan off road dan tidak punya mobil khusus off road maka kunjungan wisata ke merapi adalah pilihan yang tepat untuk memacu adrenalin dengan aman dan murah di merapi ini saya sendiri merasakan sensasi memacu adrenalin itu datang di pagi hari saat cuaca cerah setibanya di lokasi saya mendapatkan suguhan puncak merapi yang indah dengan jalur lahar dinginnya yang menyisakan kengerian letusan beberapa tahun lalu suasananya tenang dan adem dengan hembusan angin gunung yang sedikit membawa debu pasir"
"325","Merapi yang Anggun dan misterius",4,"dari kejauhan anda akan terpesona dengan keangguan merapi dan kondisi sekitarnya juga bila anda mendengar ceriita misterius saat letusan gunung tersebut di sekitar terlihat sisa letusan puing dan keindahan alam yang luar biasa anda akan terpesona dengan tempat ini"
"326","Terjal tapi indah",4,"pertama kali memutuskan untuk mendaki gunung ini awalnya cuma pengen coba aja buat menghilangkan stress sejenak karena temanku dari swiss mau naik akhirnya aku ikut bergabung dengan salah satu agen tour yang kami pilih di tour itu cuma aku sendiri yang perempuan yang belum pernah punya pengalaman trekking sebelummmya dan cuma aku sendiri orang indonesia selain guide udah pasti ketebak kan mustahil mencapai puncak hanya dalam jangka waktu  jam pendakian apalagi aku jarang banget olah raga baca  sibuk kerja hahahahhaakhirnya aku sama temanku yang dari swiss dan rusia cuma bisa sampai di pos  masih butuh kirakira  jam lagi untuk sampai puncak dan itu ga mungkin karena waktu tour terbatas tapi pemandangan di pos  udah bagus banget pas sunrise udah bisa lihat sunrise kok dari pos  saran aja buat kamu yang newbie mendingan jangan ambil tour tapi mendaki sendiri dengan guide local karena kamu bisa camping dulu atau jalan agak santai dan durasi mendakinya bisa sesuka hati kita menurut kemampuan fisik kita kemarin naik jam  malam sepanjang perjalanan cuma gelap gulita suara angin dan debu yang bakal nemenin kita suhunya dingin banget ditambah anginnya kenceng banget bikin badan serasa mau beku jangan lupa pakai jaket gunung yang oke bawa senter bawa bekal makanan dan minuman serta bawa masker abu vulkanik bekas erupsi sangat berbahaya bagi paruparu kita selamat mendaki rasakan sensasinya "
"327","Nikmati liburan dengan menikmati keindahan Gunung Merapi",5,"lokasi tidak jauh dari puncak gunung merapi dengan jarak yang cukup aman dan pemandangan puncak gunung merapi yang indah khususnya pada pagi hari hingga pukul pagi"
"328","Beautiful Volcano",5,"seperti nya ini salah satu destinasi wajib anda ketika ke jogjakarta nikmati sejuknya alam dan minimal anda harus bermalam di lokasi lereng gunung ini dijamin gak nyesal ke jogja"
"329","selalu tersenyum",4,"di kemarau panjang ini merapi tampak selalu tersenyum sangat pas untuk ditelusuri setiap lerengnya perjalanan saya hari minggu cukup mengesankan dengan offroad jeep yang tersedia untuk menelusuri kali kuning dan sekitarnya tidak sekedar volcanoe tour"
"330","Tour Merapi dengan Jeep",4,"paling berkesan waktu mengunjungi koleksi barang museum bekas letusan merapi bbrp tahun lalu dan overall pengalaman lumayan unik karena jalan bener rusak bekas letusan"
"331","Tour Gunung Merapi",3,"suasana gunung masih terlihat pasir lava di sungaisungai yang mengering ada mobil apv yang terbakar awan panas wajib di  kunjungi rumah mbah maridjan"
"332","Gunung Terkatif Pulau Jawa",4,"kemegahan gunung merapi tampak dari jogjakarta jelas sekali naik ke merapi melalui objek wisata kaliurang dan rasakan sejukkkkk nya udara sekita merapi amazing merapi pada saat tidak aktif"
"333","Relief Merah Gunung Merapi di Pagi Hari",5,"memandang merapi pagi ini tetap saja membuat hati terperangah takjub dengan pesonanya padahal pemandangan seperti ini bukan sekali dua kali saya nikmati mengingat sudah beberapa tahun saya kost di yogyakarta dilihat dari kostkostan saya yang berada di jl kaliurang km  merapi pagi ini terlihat sangat bersih bersih dalam arti tidak tertutup kabut dan awan beberapa pohon yang tumbuh di tubuh merapi juga terlihat   jelas merapi terlihat berwarna hijau dan biru berhiaskan reliefrelief panjang berwarna merah menyala reliefrelief merah itu terlihat menjuntai dari puncak merapi sampai ke lerengnya terlihat sangat cantik mempesona subhanallah lahar panas yang mengalir tersebut biasanya dapat terlihat jika hujan turun di malam hari dan disambut dengan pagi hari yang cerah sehingga merapi terlihat sangat jelas dan cantik dengan hiasan pohon yang terlihat kecilkecil dan rambutrambut merah yang menjuntai"
"334","Dari Merabu langsung lanjut kesini!",4,"pemandangan indah didapat petualangan menengangkan dibalut pasirpasir yang menghambat itulah merapi paling pas kalau lanjut kesini dari merbabu lebih maksimal pengalaman pendakiannya salah satu petualangan pendakian terbaik di pulau jawa adalah pendakian gunung merapi"
"335","di kaki merapi",4,"saya melakukan perjalanan dari magelang ke arah kaki gunung merapi masuk melalui merbabu mountain memang hawanya yang sejuk dan kontur tanah berpasirnya membuat kita nyaman berada di sekitar merapi"
"336","Menakjubkan",4,"trak menuju volkano merapi dengan menggunakan jeep sungguh memacu andrenalin pemandangan paska erupsi gunung merapi sungguh mengingatkan kita betapa dasyhat kejadian saat itu"
"337","Si Raksasa dari Daerah Teristimewa",5,"kalau ada yang mengatakan gunung merapi adalah salah satu gunung paling aktif di dunia mungkin benar adanyasetiap  tahun sekali setidaknya siklus erupsi nya pasti terjadigunung yang menjadi titik tengah dari  daerah langsung yaitu provinsi diy kabmagelang dan kabboyolali serta kabklaten ini memang unik karena mempunyai tipe letusan yang berupa awan panas dengan sebutan wedhus gembel"
"338","pegunungan yg harus dikunjungi",3,"bagi anda yg suka petualangan dengan alam sudah wajib kalau pergi ke gunung merapi rute yang dapat ditempuh dapat lewat dari beberapa rute kota tapi yg paling saya tahu adalah lewat kaliurang  dan jangan lupa berkunjung ke rumah mbah maridjan bisa dengan jalan kaki atau pinjem motor trail disana bisa juga menyewa jeep"
"339","Merapi berwajah gorilla",5,"saya biasa naik gunung merapi dan sering juga ke wisata keteb maupun kaliurang utk melihat panorama yg indah dari gunung tsb namun kali ini saya melihat dari sudut pandang beda dari yg sdh pernah sy lihat sebelumnya  saya melihatnya dari bombardier garuda diatas ketinggian sblm mendarat di adi sucipto jogja pesawat berputar lewat atas merapi  so  amazing picture of merapi terpampang dari atas pesawat  lengkap dengan wajahnya yg mirip gorilla  silahkan diamati"
